Date,Month,Year,National
1/1/1991,1,1991,250718000
2/1/1991,2,1991,250904000
3/1/1991,3,1991,251082000
4/1/1991,4,1991,251298000
5/1/1991,5,1991,251574000
6/1/1991,6,1991,251910000
7/1/1991,7,1991,252153000
8/1/1991,8,1991,252423000
9/1/1991,9,1991,252703000
10/1/1991,10,1991,252972000
11/1/1991,11,1991,253214000
12/1/1991,12,1991,253419000
1/1/1992,1,1992,253620000
2/1/1992,2,1992,253809000
3/1/1992,3,1992,254020000
4/1/1992,4,1992,254263000
5/1/1992,5,1992,254511000
6/1/1992,6,1992,254769000
7/1/1992,7,1992,255030000
8/1/1992,8,1992,255320000
9/1/1992,9,1992,255591000
10/1/1992,10,1992,255855000
11/1/1992,11,1992,256091000
12/1/1992,12,1992,256304000
1/1/1993,1,1993,256516000
2/1/1993,2,1993,256701000
3/1/1993,3,1993,256888000
4/1/1993,4,1993,257096000
5/1/1993,5,1993,257311000
6/1/1993,6,1993,257542000
7/1/1993,7,1993,257783000
8/1/1993,8,1993,258041000
9/1/1993,9,1993,258289000
10/1/1993,10,1993,258534000
11/1/1993,11,1993,258743000
12/1/1993,12,1993,258939000
1/1/1994,1,1994,259131000
2/1/1994,2,1994,259281000
3/1/1994,3,1994,259460000
4/1/1994,4,1994,259686000
5/1/1994,5,1994,259878000
6/1/1994,6,1994,260098000
7/1/1994,7,1994,260327000
8/1/1994,8,1994,260562000
9/1/1994,9,1994,260802000
10/1/1994,10,1994,261034000
11/1/1994,11,1994,261238000
12/1/1994,12,1994,261431000
1/1/1995,1,1995,261615000
2/1/1995,2,1995,261787000
3/1/1995,3,1995,261962000
4/1/1995,4,1995,262167000
5/1/1995,5,1995,262356000
6/1/1995,6,1995,262571000
7/1/1995,7,1995,262803000
8/1/1995,8,1995,263034000
9/1/1995,9,1995,263285000
10/1/1995,10,1995,263534000
11/1/1995,11,1995,263736000
12/1/1995,12,1995,263909000
1/1/1996,1,1996,264061000
2/1/1996,2,1996,264214000
3/1/1996,3,1996,264391000
4/1/1996,4,1996,264591000
5/1/1996,5,1996,264787000
6/1/1996,6,1996,265004000
7/1/1996,7,1996,265229000
8/1/1996,8,1996,265478000
9/1/1996,9,1996,265729000
10/1/1996,10,1996,265969000
11/1/1996,11,1996,266208000
12/1/1996,12,1996,266398000
1/1/1997,1,1997,266574000
2/1/1997,2,1997,266741000
3/1/1997,3,1997,266924000
4/1/1997,4,1997,267131000
5/1/1997,5,1997,267335000
6/1/1997,6,1997,267553000
7/1/1997,7,1997,267784000
8/1/1997,8,1997,268048000
9/1/1997,9,1997,268301000
10/1/1997,10,1997,268540000
11/1/1997,11,1997,268750000
12/1/1997,12,1997,268930000
1/1/1998,1,1998,269118000
2/1/1998,2,1998,269274000
3/1/1998,3,1998,269436000
4/1/1998,4,1998,269622000
5/1/1998,5,1998,269814000
6/1/1998,6,1998,270023000
7/1/1998,7,1998,270248000
8/1/1998,8,1998,270503000
9/1/1998,9,1998,270748000
10/1/1998,10,1998,270982000
11/1/1998,11,1998,271202000
12/1/1998,12,1998,271387000
1/1/1999,1,1999,271584000
2/1/1999,2,1999,271731000
3/1/1999,3,1999,271886000
4/1/1999,4,1999,272062000
5/1/1999,5,1999,272253000
6/1/1999,6,1999,272463000
7/1/1999,7,1999,272691000
8/1/1999,8,1999,272944000
9/1/1999,9,1999,273189000
10/1/1999,10,1999,273423000
11/1/1999,11,1999,273642000
12/1/1999,12,1999,273828000
1/1/2000,1,2000,274024000
2/1/2000,2,2000,274177000
3/1/2000,3,2000,274337000
4/1/2000,4,2000,281424602
5/1/2000,5,2000,281646801
6/1/2000,6,2000,281894713
7/1/2000,7,2000,282171936
8/1/2000,8,2000,282437766
9/1/2000,9,2000,282714695
10/1/2000,10,2000,282985065
11/1/2000,11,2000,283230042
12/1/2000,12,2000,283476115
1/1/2001,1,2001,283690962
2/1/2001,2,2001,283890737
3/1/2001,3,2001,284100861
4/1/2001,4,2001,284327688
5/1/2001,5,2001,284550030
6/1/2001,6,2001,284795649
7/1/2001,7,2001,285039803
8/1/2001,8,2001,285298620
9/1/2001,9,2001,285571270
10/1/2001,10,2001,285770015
11/1/2001,11,2001,286004703
12/1/2001,12,2001,286225459
1/1/2002,1,2002,286429775
2/1/2002,2,2002,286634747
3/1/2002,3,2002,286817724
4/1/2002,4,2002,287025879
5/1/2002,5,2002,287250118
6/1/2002,6,2002,287493821
7/1/2002,7,2002,287726647
8/1/2002,8,2002,287973348
9/1/2002,9,2002,288233967
10/1/2002,10,2002,288484263
11/1/2002,11,2002,288716345
12/1/2002,12,2002,288910708
1/1/2003,1,2003,289104976
2/1/2003,2,2003,289238408
3/1/2003,3,2003,289364012
4/1/2003,4,2003,289504424
5/1/2003,5,2003,289658902
6/1/2003,6,2003,289923274
7/1/2003,7,2003,290210914
8/1/2003,8,2003,290494326
9/1/2003,9,2003,290758681
10/1/2003,10,2003,291017806
11/1/2003,11,2003,291260819
12/1/2003,12,2003,291464068
1/1/2004,1,2004,291651757
2/1/2004,2,2004,291812710
3/1/2004,3,2004,291982477
4/1/2004,4,2004,292200837
5/1/2004,5,2004,292440831
6/1/2004,6,2004,292660640
7/1/2004,7,2004,292892127
8/1/2004,8,2004,293142422
9/1/2004,9,2004,293391630
10/1/2004,10,2004,293653553
11/1/2004,11,2004,293878433
12/1/2004,12,2004,294088891
1/1/2005,1,2005,294300076
2/1/2005,2,2005,294445222
3/1/2005,3,2005,294619680
4/1/2005,4,2005,294840496
5/1/2005,5,2005,295083191
6/1/2005,6,2005,295310757
7/1/2005,7,2005,295560549
8/1/2005,8,2005,295811690
9/1/2005,9,2005,296075854
10/1/2005,10,2005,296338043
11/1/2005,11,2005,296540550
12/1/2005,12,2005,296783020
1/1/2006,1,2006,297001967
2/1/2006,2,2006,297228237
3/1/2006,3,2006,297427547
4/1/2006,4,2006,297648270
5/1/2006,5,2006,297863183
6/1/2006,6,2006,298106648
7/1/2006,7,2006,298362973
8/1/2006,8,2006,298621616
9/1/2006,9,2006,298907058
10/1/2006,10,2006,299166470
11/1/2006,11,2006,299410336
12/1/2006,12,2006,299681104
1/1/2007,1,2007,299920918
2/1/2007,2,2007,300125282
3/1/2007,3,2007,300326642
4/1/2007,4,2007,300553094
5/1/2007,5,2007,300773454
6/1/2007,6,2007,301016696
7/1/2007,7,2007,301290332
8/1/2007,8,2007,301543743
9/1/2007,9,2007,301811851
10/1/2007,10,2007,302071779
11/1/2007,11,2007,302324424
12/1/2007,12,2007,302565619
1/1/2008,1,2008,302785808
2/1/2008,2,2008,302978618
3/1/2008,3,2008,303177214
4/1/2008,4,2008,303370467
5/1/2008,5,2008,303584133
6/1/2008,6,2008,303808351
7/1/2008,7,2008,304059724
